mode,n,maxite,repeat_id,seed,init_bestfun,final_bestfun,iters_to_threshold,flip_rate,seed_fraction,elapsed_sec
warm,1000,50,1,11001,806.149137496948,807.472210884094,0,0.05,0.1,534.621467
warm,1000,50,2,11002,806.66565990448,807.231461524963,0,0.05,0.1,485.864924
warm,1000,50,3,11003,806.232611656189,807.509934425354,0,0.05,0.1,524.100491
warm,1000,50,4,11004,807.090934276581,807.220494270325,0,0.05,0.1,501.118384
warm,1000,50,5,11005,807.164157867432,807.289141654968,0,0.05,0.1,465.703105
